timestamp,scenario,V_CO_raw,V_NO2_raw,V_PM_raw,T_raw,RH_raw,T_adc,RH_adc,C_CO_corrected,C_NO2_corrected,PM_corrected,C_CO_kalman,C_NO2_kalman,PM_kalman,C_CO_regression,C_NO2_regression,PM_regression,C_CO_true,C_NO2_true,PM_true,AQI_CO_kalman,AQI_NO2_kalman,AQI_PM_kalman,AQI_kalman,risk_score_kalman,category_kalman,AQI_regression,risk_score_regression,alarm_state,fault_flags,kalman_diverge,RMSE_CO_kalman,RMSE_CO_regression
0.000000,2,0.392578,0.290976,0.115422,20.168880,69.689516,20.168923,69.689242,6.627929,51.757722,15.645120,6.627929,51.757722,15.645120,5.155719,102.414202,18.369686,5.000000,30.000000,15.000000,72.279293,48.828040,58.455402,72.279293,0.599242,Moderate,101.267552,0.748442,NORMAL,NONE,False,,
1.000000,2,0.375995,0.266668,0.103057,19.696529,68.945741,19.696100,68.946412,5.979195,37.849077,14.223565,5.980209,38.482597,14.602647,4.955193,96.725170,16.479607,5.000000,30.000000,15.000000,65.802090,36.304337,56.263077,65.802090,0.526162,Moderate,96.511594,0.712853,NORMAL,NONE,False,,
2.000000,2,0.398051,0.265360,0.109579,20.255007,69.848699,20.255506,69.849633,6.268724,37.155264,14.802471,6.268273,37.215722,14.748947,5.230037,97.173630,17.534850,5.000000,30.000000,15.000000,68.682735,35.109172,56.570747,68.682735,0.532984,Moderate,96.989302,0.730802,NORMAL,NONE,False,,
3.000000,2,0.378790,0.251785,0.106668,20.275666,69.408831,20.276683,69.409159,5.773189,29.471982,14.550210,5.773963,29.824701,14.603460,4.965953,93.248041,17.052030,5.000000,30.000000,15.000000,63.739628,28.136510,56.264787,63.739628,0.490361,Moderate,92.807696,0.703878,NORMAL,NONE,False,,
4.000000,2,0.398854,0.270262,0.115572,19.586540,70.428919,19.586162,70.428657,6.326078,39.605373,15.438689,6.325215,39.159874,15.214890,5.210125,101.084783,18.506746,5.000000,30.000000,15.000000,69.252153,36.943278,57.550627,69.252153,0.544336,Moderate,101.016040,0.750331,NORMAL,NONE,False,,
5.000000,2,0.383465,0.246307,0.116683,19.649424,69.031339,19.649306,69.030907,5.733718,26.272610,16.074195,5.734642,26.859610,15.843945,5.061686,92.735740,18.492104,5.000000,30.000000,15.000000,63.346424,25.339255,58.873532,63.346424,0.487020,Moderate,92.261983,0.714404,NORMAL,NONE,False,,
6.000000,2,0.361726,0.258398,0.120052,20.375822,69.989834,20.376186,69.990186,5.642428,33.222810,16.166240,5.642572,32.932973,16.079881,4.678864,95.759449,19.093655,5.000000,30.000000,15.000000,62.425725,31.068843,59.369707,62.425725,0.505340,Moderate,95.482891,0.716073,NORMAL,NONE,False,,
7.000000,2,0.372770,0.234417,0.114584,20.151702,69.074944,20.151750,69.075516,5.395638,19.595158,15.747545,5.396024,20.202680,15.836594,4.897436,89.118319,18.173451,5.000000,30.000000,15.000000,59.960243,19.059132,58.858074,59.960243,0.453142,Moderate,88.408644,0.693158,NORMAL,NONE,False,,
8.000000,2,0.381016,0.273523,0.112779,20.050189,69.266912,20.050065,69.266727,6.172662,41.818954,15.437938,6.171448,40.834358,15.544758,5.010111,98.060219,17.934931,5.000000,30.000000,15.000000,67.714484,38.522979,58.244341,67.714484,0.546564,Moderate,97.933712,0.728935,NORMAL,NONE,False,,
9.000000,2,0.407960,0.258538,0.129564,20.508993,70.147292,20.508178,70.146979,6.292078,33.310777,17.387493,6.291889,33.653467,16.893733,5.356497,95.854758,20.515708,5.000000,30.000000,15.000000,68.918892,31.748554,61.081242,68.918892,0.535580,Moderate,95.584416,0.749118,NORMAL,NONE,False,,
