timestamp,scenario,V_CO_raw,V_NO2_raw,V_PM_raw,T_raw,RH_raw,C_CO_true,C_NO2_true,PM_true
0.0,3,0.8876989792355456,0.6328002235437765,0.48887674129495945,-5.47160554460126,87.44936508484541,10.0,200.0,49.21623983062983
1.0,3,0.885194578193444,0.6437461992808721,0.4983924502845686,-4.645551498910911,87.13257204502516,10.104528463267654,203.48782368720626,50.38027422787814
2.0,3,0.9039504230411632,0.6809538244048849,0.5069861523993827,-5.37418746771988,88.66025789515776,10.20791169081776,206.95865504800327,51.16315178106691
3.0,3,0.8877729979465223,0.7025426257239078,0.5060593940180214,-5.82512607908018,87.95180561766593,10.309016994374947,210.39558454088797,51.14187893143581
4.0,3,0.9137166802334846,0.7102486847060612,0.5134770412289291,-4.931436217200649,88.61606877517617,10.4067366430758,213.78186779084996,51.286216268685514
5.0,3,0.9092824859339309,0.6773149092204713,0.4993589893098956,-4.1668242933695705,89.04897418313766,10.5,217.10100716628344,51.27781825135117
6.0,3,0.9092116138946552,0.7248430167086222,0.5264993389885755,-6.2707585525344545,90.11924016560486,10.587785252292473,220.33683215379,51.76482751052471
7.0,3,0.9218044123561548,0.6769949403390465,0.5027708416256557,-4.996387358798978,89.80915184332687,10.66913060635886,223.47357813929455,50.965325852069014
8.0,3,0.93313937633978,0.7156704272555797,0.518891443935043,-4.493503678447995,88.48637155423874,10.743144825477394,226.49596321166024,51.82783058543766
9.0,3,0.9658745199076967,0.7363862598773466,0.5294493892823834,-5.721748216607401,88.16664696434252,10.809016994374947,229.38926261462365,52.18139642332847
10.0,3,0.943787490546649,0.6916640445678537,0.5154007438573363,-4.895555346989431,91.16276294047876,10.86602540378444,232.13938048432698,51.91834008543892
11.0,3,0.9376219385619121,0.7813369946064703,0.5012453665086117,-5.337506400054049,88.01579641880025,10.9135454576426,234.73291852294986,51.43056205393038
12.0,3,0.9621613918930154,0.771868957415587,0.5267781075521057,-5.250255723670109,89.28832636246294,10.951056516295154,237.15724127386972,52.27169299569719
13.0,3,0.963235929334628,0.7637178438604194,0.5159396910693136,-4.926764659406565,90.52768356462897,10.978147600733806,239.4005376803361,52.121206679547086
14.0,3,0.9571149392696486,0.7364814278611247,0.5314110316519021,-5.2660183895105295,91.66198382556132,10.994521895368273,241.45187862775208,51.42231358371725
15.0,3,0.962847111143128,0.7589617751271981,0.5099636732276069,-5.286483684909239,89.97345743550044,11.0,243.30127018922192,51.037743816742925
16.0,3,0.9797446466905138,0.7801900726468235,0.5453510805426929,-4.691838097993224,90.32940952144098,10.994521895368273,244.93970231495837,51.80694846563208
17.0,3,0.9740677092669061,0.7454828996171492,0.5150474286134087,-3.527541580843268,89.56497690965529,10.978147600733806,246.35919272833937,50.19639526438604
18.0,3,0.970760803440187,0.7673608559594202,0.5131316616800149,-4.241128341276072,90.70348798092796,10.951056516295154,247.55282581475768,49.840986358805566
19.0,3,0.9413410148637756,0.7916776027492622,0.5048389051873737,-4.09362250536971,89.56245512586383,10.9135454576426,248.51478631379982,50.91156902848133
20.0,3,0.9986359293159389,0.7455312075309944,0.5254432858087943,-4.179146558568355,90.09687154831195,10.86602540378444,249.2403876506104,50.743352256378074
21.0,3,0.9665341206136119,0.7834692558894197,0.527088867671495,-4.905423473006275,91.74434559509399,10.809016994374947,249.72609476841367,51.01616898865591
22.0,3,0.9531868975516221,0.7425610737324188,0.5272362866934454,-4.380139440997476,90.67886943743257,10.743144825477394,249.96954135095478,52.10293795319311
