timestamp,scenario,V_CO_raw,V_NO2_raw,V_PM_raw,T_raw,RH_raw,C_CO_true,C_NO2_true,PM_true
0.0,1,0.37144914979516847,0.27619930066158843,0.13471651674215895,24.71609607890795,54.94574539713585,5.0,58.86560619984019,20.0
1.0,1,0.3622742351507129,0.2783745536100392,0.13431927654689604,25.2662718141997,53.703087386728015,5.005235985097695,58.91561397295665,20.052359771228357
2.0,1,0.3744132888426354,0.3338316740343836,0.1421508602778391,25.165043949817715,55.87081755186347,5.010471954245671,58.965594587566756,20.104718904469422
3.0,1,0.3878931675892207,0.29292773497940267,0.12592853491953443,25.051950266561697,55.743510670334594,5.015707891494259,59.015547891420894,20.15707676174369
4.0,1,0.3618851748979299,0.3086352818748452,0.11727935238814578,25.505266659662293,54.324431471408786,5.020943780893885,59.06547373235264,20.209432705087178
5.0,1,0.3622351726785094,0.27725325397776374,0.1366332962806459,24.71957940162371,55.70748720720536,5.026179606495122,59.115371958279226,20.261786096559252
6.0,1,0.38978516545220887,0.27755269873721,0.1382263374863229,24.77240677517824,55.37490768630077,5.031415352348738,59.165242417201995,20.314136298250354
7.0,1,0.3779582339512389,0.3148679259416253,0.1506589675879603,25.064049588452885,53.71938785463889,5.036651002505741,59.215084957206884,20.3664826722898
8.0,1,0.3597543295613963,0.26631513342599566,0.12340826419271879,24.75992674745315,54.146071085428645,5.041886541017436,59.264899426464865,20.418824580853535
9.0,1,0.3752845698174683,0.28508076576583175,0.14800769946738923,25.3440061455273,56.13828144488958,5.047121951935462,59.31468567323244,20.471161386171925
10.0,1,0.36054461799621357,0.2941439281400341,0.1604837443155543,24.743403847816936,55.30941618514205,5.05235721931185,59.364443545852055,20.523492450537514
11.0,1,0.36085964065574166,0.2957691258391507,0.13338074815543635,25.223152103872568,54.435697054189376,5.057592327199069,59.414172892752596,20.5758171363128
12.0,1,0.3718247128845966,0.2900380568363979,0.12459772442145042,25.069913615606623,54.141524108827355,5.062827259650071,59.46387356244986,20.628134805937993
13.0,1,0.3398457542087432,0.30161452150526286,0.13378610151931036,25.23746298238835,54.48460620188458,5.068062000718344,59.51354540354699,20.680444821938806
14.0,1,0.34302085560892914,0.3076333987203549,0.13834453815557715,24.91012930246848,54.555520470122296,5.07329653445796,59.56318826473494,20.732746546934198
